id,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure
487,297.3,308.6,1553,36.9,162,0
488,300.3,311.6,1429,51.1,154,0
489,301.5,310.8,1539,38.6,57,0
490,300,309.6,1735,28.7,94,0
491,298.2,308.9,1336,49.4,66,0
492,298.1,308.4,1497,37.7,146,0
493,299.7,309.4,1779,23.8,154,0
494,299.9,309.5,1311,55,89,0
495,300.2,311.7,1564,38.7,7,0
496,301,311,1640,37.6,118,0
497,301.5,310.4,1998,20.2,210,0
498,301,310.7,1421,41.8,98,0
499,299.4,309.2,1670,26.8,14,0
500,299.9,311.3,1681,29.1,158,0
501,300.7,310.6,1608,33.1,84,0
502,300.7,310.5,1434,42.4,57,0
503,297.6,309.6,1609,31.6,174,0
504,298.4,308.4,1515,40.1,17,0
505,302.4,311.9,1456,44.3,48,0
506,298.3,308.5,1283,49.6,142,0
508,300.5,312,1676,29.2,103,0
509,297.3,308.5,1453,42.5,9,0
510,300.4,309.6,1553,37.9,68,0
511,299.1,308.8,1394,48.1,89,0
512,298.2,307.7,1540,39.8,87,0
513,297.5,309.6,1727,35.8,57,0
514,299.1,308.6,1433,49.9,7,0
515,298.9,309.6,1707,31.6,195,0
516,298.3,309.4,1567,33.9,94,0
517,297.2,308.3,1430,43.7,124,0
518,297.4,308.4,1560,35.1,67,0
519,297.3,308,1380,44.1,197,0
520,295.7,306.4,1641,35.8,179,0
521,298.3,308.6,1439,44.1,144,0
522,297.3,308.4,1686,29.9,97,0
523,296.1,306.9,1479,38.3,38,0
524,298,307.7,1490,34.1,11,0
525,298.3,307.7,1405,47,103,0
526,299.4,309.1,1622,37.3,9,0
527,302.7,312.2,1484,38.7,15,0
528,296.7,307.4,1557,37.2,96,0
529,299,310.3,1363,39.5,17,0
530,300.4,309.7,1520,37,146,0
531,298,307.6,1563,38,30,0
532,297.8,309.8,1574,33.8,2,0
533,297.9,309,1382,36.1,50,0
534,300.6,310.7,1556,31,180,0
535,302.2,312,1556,38,167,0
536,300.4,311,1446,43.9,5,0
537,299,310.4,1517,44.4,174,0
538,301,310.7,1416,45.9,35,0
539,299.8,309.1,1467,37.3,181,0
540,297.3,308.6,1605,36.1,80,0
541,299.4,309.1,1357,50,134,0
542,297.2,308.1,1419,45.2,152,0
543,299.7,309.2,1422,44.8,175,0
544,302.1,310.5,1376,49.2,210,0
545,299,308.8,1772,27.7,209,0
546,297.5,309.4,1447,45.7,155,0
547,302.3,311.1,1447,31.4,174,0
548,297.4,308.5,1553,34.6,186,0
549,298.8,308.7,1648,28.3,206,0
550,297.4,308.3,1645,30.6,127,0
551,301.1,309.8,1592,35.7,111,0
552,302.4,311.3,1569,37.5,121,0
553,297.7,308.8,1525,42.9,193,0
554,300.6,309.4,1489,39.5,112,0
555,301.2,310.4,1306,55.5,42,0
556,302.2,310.9,1505,37.1,60,0
557,297.2,308.5,1475,42.5,104,0
558,298.1,307.8,1528,31.1,23,0
559,302.4,311.8,1453,42.1,18,0
560,299.7,309.2,1449,45.4,147,0
561,303.7,312.8,1432,47.2,107,0
562,300.8,311.7,1414,49,7,0
563,302.4,311.8,1466,46.1,104,0
564,301.1,311,1474,40.8,198,0
565,300,309.6,1463,45.1,196,0
566,300.9,310.6,1397,34.9,80,0
567,298.4,308.2,1510,38.2,11,0
568,298.9,309.6,1472,47.4,35,0
569,299.3,309.2,1574,32.4,202,0
570,297.2,308.1,1458,47.8,204,0
571,302.4,311.5,1433,43.7,81,0
572,300.9,311.2,1550,40.5,114,0
573,302.3,311.8,1412,50.3,197,0
574,302.2,310.7,1480,45.4,91,0
575,300.6,309.8,1511,35.7,125,0
576,300.9,311,1441,43.4,156,0
577,301.3,310.4,1695,44.2,108,0
578,299,309.2,1526,40.7,20,0
579,298.9,308.2,1527,42.7,44,0
580,297.6,308.6,1731,28,106,0
581,302.1,311.5,1634,30.6,50,0
582,297.4,309,1448,47.9,161,0
583,296.8,307.6,1459,46.6,168,0
584,298.7,309.8,1793,24.8,145,0
585,297.7,308.8,1354,49.4,103,0
586,300.5,309.4,1446,42.8,46,0
587,297.3,308.5,1350,55.8,186,0
588,299.1,308.5,1506,36.7,125,0
589,301.9,310.9,1315,48.9,40,0
590,296.9,307.7,1544,39.1,145,0
591,300.3,311.8,1351,26.3,0,0
592,298.2,308.9,1408,44.5,79,0
593,297.3,308.8,1469,37.7,201,0
594,298.8,309.9,1442,47,152,0
595,300.1,311.5,1469,34.7,189,0
596,300.2,310.2,1786,23.7,7,0
597,298.1,308.1,1442,42.8,63,0
598,297.5,308.5,1445,44.6,178,0
599,300.3,311.7,1528,41.5,193,0
600,302.5,312.1,1458,38.8,184,0
601,298.3,308.4,1329,60.7,97,0
602,298.4,308.1,1550,35.2,94,0
603,298.8,308.5,1650,30.5,96,0
604,297.3,307.9,1271,52.7,75,0
605,301.3,310.9,1553,39,64,0
606,298,308.5,1453,45.5,21,0
607,301.9,311,1334,54.4,116,0
608,300.6,309.5,1387,23,242,0
609,301.3,310.4,1459,46.7,90,0
610,298.5,308.4,1457,41.1,197,0
611,299.5,309.4,1331,46.4,22,0
612,300.1,310.4,1529,38.1,24,0
613,298.4,309.6,1518,36.8,144,0
614,299,309,1450,44.3,141,0
615,303.5,312.3,1384,49.8,81,0
616,301.5,310.6,1642,29.3,2,0
617,300.7,310.6,1465,39.5,64,0
618,297.4,308.6,1525,44.9,0,0
619,302.2,311.4,1622,52.4,7,0
620,300.5,312,1435,49,113,0
621,297.3,308.6,1544,42.5,4,0
622,300.7,310.4,1445,41.3,0,0
623,300.3,311.8,1698,41,9,0
624,300.4,309.8,1448,37.8,63,0
625,298.2,308.8,1397,52.3,28,0
626,298,307.6,1487,43,111,0
627,302.6,311,1591,37.6,119,0
628,297.4,308.8,1359,49.9,186,0
629,300.7,310.7,1443,51.6,211,0
630,297.7,308.9,1450,43.9,26,0
631,299.5,310,1695,32.5,52,0
632,300.9,310.7,1479,43.3,137,0
633,303.2,311.5,1621,32.6,5,0
634,297.5,308.5,1495,42.4,136,0
635,300.1,311.4,1520,38,160,0
636,301,310.8,1463,48.2,18,0
637,300.2,311.4,1331,49.5,143,0
638,300.4,311.4,1622,32.3,14,0
639,297.6,308.6,1422,46.8,5,0
640,297.6,308.3,1424,50,114,0
641,300.2,310.2,1429,47.3,192,0
642,301.2,310.4,1381,49.8,155,0
643,298.2,308.3,1688,32,11,0
644,300.2,309.4,1564,33.4,183,0
645,300.5,311.9,1431,49.7,33,0
646,299.1,308.6,1390,42.1,106,0
647,300.5,309.3,1460,40.5,101,0
648,301,311,1419,46.8,142,0
649,300.1,309.6,1548,33.8,0,0
650,297.3,308,1446,49.9,96,0
651,299.1,308.3,1648,28.6,47,0
652,300.3,311.8,1429,48,119,0
653,299.2,308.4,1711,28.9,188,0
654,301,312.3,1365,47.3,107,0
655,300.2,309.9,1593,32.2,187,0
656,296.3,307.1,1443,41.8,144,0
657,299.1,310.6,1827,24.4,172,0
658,297.4,308.6,1491,42.1,103,0
659,300.8,309.5,1419,46.6,149,0
660,302.2,311.1,1386,53.3,59,0
662,299.3,309.2,1435,44.3,31,0
663,297.7,307.2,1315,41.9,171,0
664,297.9,309.9,1462,48.2,40,0
665,302.1,311,1542,39.7,141,0
666,297.3,308,1586,36.8,114,0
667,300.2,309.8,1546,40,172,0
668,302.4,310.2,1444,36.2,166,0
669,300.5,311.7,1548,41.8,146,0
670,303.5,312.5,1574,42.2,100,0
671,301.4,310.8,1478,45.2,181,0
672,298.8,309.6,1562,38.6,98,0
673,301,312.2,1484,42.7,57,0
674,301.4,310.6,1384,46.1,70,0
675,302.3,311.4,1845,22.9,126,0
676,301.9,310.7,1454,47,99,0
677,298.6,310.3,1523,33.8,119,0
678,295.9,306.5,1626,31.1,27,0
679,301,310.9,1635,32.7,49,0
680,302.2,310.8,1571,35.8,23,0
681,298.8,309.2,1693,28.2,210,0
682,302.7,313,1436,45.1,217,0
683,299.3,308.7,1737,28.9,170,0
684,299.1,308.4,1802,25.4,109,0
685,304.1,313.3,1483,47.5,184,0
686,297.8,307.4,1564,37.2,179,0
687,298.7,309.5,1564,34.6,0,0
688,300.1,309.8,1501,38,157,0
689,298.4,309.3,1462,44.3,18,0
690,299,310.1,1387,43.6,197,0
691,300.1,309.5,1463,44.3,27,0
692,300.9,310.5,1570,39,127,0
693,300.8,310.5,1459,49.3,19,0
694,300.8,311.7,1431,39.9,10,0
695,301.7,311,1449,44.8,19,0
696,296.9,308,1517,53.5,9,0
697,300.9,310.8,1497,42.4,20,0
698,300.9,310.8,1370,55.6,9,0
699,297.9,309.8,1534,36.7,40,0
700,302.5,312,1687,42,188,0
701,300.3,309.9,1519,44.6,69,0
702,298.2,308.8,1383,44.6,61,0
703,302,309.7,1539,42.5,150,0
704,300.3,309.5,1472,39,166,0
705,302.2,311,1566,37.9,127,0
706,296.8,307.5,1347,35,15,0
707,300.8,310.3,1402,55.5,69,0
708,300.7,309.5,1471,44.3,179,0
709,300.5,312,1728,28.5,25,0
710,300.2,310,1586,36.6,184,0
711,297.9,309.1,1449,38.4,8,0
712,301.5,310.9,1510,42.5,0,0
713,302.7,310.6,1451,43.3,6,0
714,300.5,310.8,1448,52.3,125,0
715,299.7,311.1,1574,40.6,135,0
716,300.3,310.6,1497,36.3,15,0
717,299.3,309.1,1795,24.7,20,0
718,297.3,308.8,1447,46.9,126,0
719,298.4,308.3,1512,35.1,19,0
720,300,309.3,1466,48,30,0
721,298.2,307.8,1530,37.9,87,0
722,297.2,308.6,1504,33.1,153,0
723,298.1,308.9,1606,37.6,146,0
724,299.4,308.9,1620,31.1,174,0
725,297.9,308.8,1596,31.8,68,0
726,302.5,312,1694,30.1,170,0
727,301.5,310.6,1879,22,179,0
728,298.3,308.1,1686,28.4,94,0
729,297.9,308.5,1726,26.8,92,0
730,297.4,308.5,1517,38.7,137,0
731,300.5,311.9,1354,46.9,36,0
732,301.2,310.7,1536,39.7,92,0
734,300.6,310.1,1771,25.6,130,0
735,300,309.3,1401,44.5,0,0
736,298.4,309.1,1650,32.9,153,0
737,299.7,311.2,1356,50.9,25,0
738,298.8,310.1,1470,47.4,187,0
739,303.8,312.5,1497,38.5,156,0
740,301.8,310.6,1554,40.4,202,0
741,300.4,309.8,1495,42.8,119,0
742,300.2,309.6,1542,37.2,106,0
743,300.3,311.9,1555,39.1,182,0
744,299.8,310.6,1694,31.3,12,0
746,298.3,308.3,1490,41.5,13,0
747,295.8,306.2,1486,47.6,74,0
748,297,307.7,1502,51,126,0
749,298.2,309,1601,34.6,97,0
750,301.4,309.3,1702,30.8,121,0
751,297.5,308.3,1407,42.5,37,0
752,300,309.7,1652,28.6,137,0
753,297.8,307.8,1384,39.9,64,0
754,298.5,308.2,1622,36.6,20,0
755,297.4,308.4,1628,37.4,94,0
756,301,310.9,1691,26.9,157,0
757,302.8,312.2,1635,32.8,190,0
758,300.6,310.8,1465,44.1,57,0
759,300.5,309.3,1465,46,24,0
760,303.8,313.1,1384,59.7,203,0
761,300.9,310.7,1551,47.3,25,0
762,302.3,311.5,1391,48.2,137,0
763,297.3,308,1479,48.1,23,0
764,297.7,308.8,1896,30.5,186,0
765,300.6,309.6,1483,43.5,85,0
766,301.7,310.6,1374,55.1,64,0
767,297.4,308.6,1566,38.8,126,0
768,299,308.5,1434,46.9,194,0
769,300.2,311.4,1540,45.4,143,0
770,302.3,311.8,1511,37.9,137,0
771,300.6,310.8,1616,35.1,174,0
772,303.7,312.3,1573,33.2,118,0
773,297.9,307.8,1450,37,104,0
774,299.8,309.8,1441,48.1,153,0
775,299.7,309.2,1326,51.7,138,0
776,300.6,310.4,1479,41.1,155,0
777,297.6,308.6,1632,30.5,96,0
778,298.7,309.9,1653,31.1,203,0
779,303.7,312.3,1573,35.7,109,0
780,298.9,309.6,1663,33.7,150,0
781,298.5,309.7,1429,40.1,106,0
782,300.2,311.6,1754,26.8,153,0
783,298.4,308.1,1598,32.7,119,0
784,297.3,308.1,1668,31.1,206,0
785,299.7,309,1645,26,155,0
786,298.3,307.3,1450,45.7,47,0
787,298.3,309.4,1368,50.9,10,0
788,302.3,311.5,1448,49,28,0
789,300.1,311.3,1386,52.7,45,0
790,300.1,309.2,1421,38.7,35,0
791,303.8,312.7,1441,43.3,9,0
792,297.2,307.9,1418,35.7,169,0
793,303.6,312.9,1450,43.1,29,0
794,300.8,310.9,1429,42.4,107,0
795,300.9,312,1497,41.9,202,0
796,299.2,310.3,1548,40.7,15,0
797,303,311.2,1668,30.3,28,0
798,298,307.6,1403,44.8,118,0
799,300,309.3,1680,29.7,120,0
800,297.2,308.4,1389,47.4,45,0
801,302.7,310.6,1708,26.3,9,0
802,298.2,308.2,1382,43.5,53,0
803,297.2,308.8,1507,37.2,88,0
804,302.6,311.4,1359,44.6,137,0
805,302.2,311.2,1568,36.4,96,0
806,300.9,310.7,1509,38,12,0
807,298.1,307.7,1424,38.2,103,0
808,300.4,309.8,1517,40.3,166,0
809,301.4,311.2,1341,50.6,37,0
810,299.7,311.1,1551,30.6,148,0
811,303.6,311.8,1428,46.6,139,0
812,299.3,308.6,1321,51.9,119,0
813,298.2,309.4,1570,32.3,108,0
814,298.2,307.6,1548,39.3,87,0
815,303.5,312.5,1642,32.2,170,0
816,301.4,310.8,1536,39.5,9,0
817,298.5,309.6,1384,48.3,78,0
818,300.4,309.4,1572,35.8,207,0
819,300.6,311.8,1556,34.9,76,0
820,302.6,312.2,1461,42,191,0
821,300.1,311.4,1910,50.5,153,0
822,302,310.8,1771,27.7,229,0
823,301,310.9,1577,34.3,194,0
824,298.9,309.1,1412,51.7,143,0
825,296.6,307.7,1687,26.8,15,0
826,299.9,309.3,1341,52.2,109,0
827,300.6,309.4,1390,44.2,84,0
828,300.5,311.4,1525,32.3,0,0
829,301.9,310.8,1630,34.1,78,0
830,299.5,310,1625,31.6,30,0
831,298.2,308.1,1569,34.7,39,0
832,299,310,1434,39.1,0,0
833,301.4,310.8,1711,29.9,201,0
834,301.3,311.1,1854,21.8,114,0
835,297.4,309,1538,37.8,177,0
836,298.2,308.8,1487,42.5,49,0
837,298.8,310.1,1423,55.4,131,0
838,298.4,309.2,1452,39.4,114,0
839,300.6,309.6,1398,53,126,0
840,298.7,309.7,1428,49.5,115,0
841,300.5,312,1479,36.8,119,0
842,300.7,311.1,1508,41.4,163,0
843,301,310.7,1429,57.2,174,0
844,300.5,310.7,1488,42.4,159,0
845,299.5,309.1,1387,45.5,28,0
846,298.5,309.5,1539,34.3,132,0
847,299.5,311.1,1683,30.6,176,0
848,298.2,308.6,1441,36.2,7,0
849,298.2,308.3,1330,56,186,0
850,298.7,310.1,1518,36.5,52,0
851,297.4,308.4,1360,53.9,97,0
852,302.1,310.5,1389,49.6,199,0
853,301.8,311.2,1629,30.3,68,0
854,301.9,309.8,1410,49,223,0
855,300.3,310.2,1704,29.5,56,0
856,303.4,312.9,1534,33.7,92,0
857,297.1,308.4,1388,45.8,125,0
858,297.4,309.4,1610,33.4,0,0
859,300,309.1,1467,36.7,2,0
860,298.4,309.5,1385,50.1,121,0
861,299.3,308.5,1523,36,168,0
862,300.7,310.8,1725,24.2,38,0
863,297.5,308.6,1598,35.2,108,0
864,300.1,309.8,1557,33.8,19,0
865,301.4,310.5,1738,34.9,123,0
866,299.8,309,1567,36.3,68,0
867,300.5,310.2,1571,34.6,176,0
868,299.2,308.4,1509,41.2,197,0
869,299.7,308.6,1503,37.7,173,0
870,300.1,310,1491,40.1,186,0
871,301.8,310.4,1886,21.3,2,0
872,297.5,308.5,1616,38.2,195,0
873,298.4,309.1,1419,46.6,123,0
874,297.4,308.4,1398,51.2,28,0
875,301.9,309.6,1431,39.7,201,0
876,297.9,308,1406,47.5,98,0
877,297.4,308.4,1537,39.1,204,0
878,301.2,310.4,1654,30.7,113,0
879,297.6,309.5,1705,29.9,55,0
880,297,307.8,1492,44.3,188,0
881,298.9,308.7,1583,32.5,25,0
882,297.3,308.4,1570,36.9,158,0
883,300,309,1561,38.2,58,0
884,298,307.5,1644,33.8,215,0
885,299.4,310.5,1893,24.6,15,0
886,297.4,308.3,1584,38.2,0,0
887,297.8,308.5,1544,41.9,196,0
889,299.4,309.1,1427,42.1,149,0
890,301.4,310.8,1487,37.3,119,0
891,303.1,312.6,1501,38,0,0
892,297.2,308.1,1635,31.8,162,0
893,300,311.1,1407,47.3,188,0
894,299.4,310.8,1426,45.7,217,0
895,300.7,310.6,1449,42,58,0
896,302.2,311.8,1611,34,64,0
897,300.2,311.3,1448,40.7,76,0
898,301.5,310.5,1471,44.9,9,0
899,298.8,308.2,1481,38.5,43,0
900,297.4,308.4,1722,30,64,0
901,301.1,310.7,2219,45.7,79,0
902,303.7,312.4,1432,42.4,107,0
903,303.7,312.8,1512,35.2,54,0
904,298.8,308.9,1377,47.9,206,0
905,301.5,311,1434,49.6,129,0
906,300.1,309.6,1468,46.8,179,0
907,301.2,310.6,1409,50.9,0,0
908,300.9,310.4,1495,37.1,30,0
909,297.6,308.4,1436,41,130,0
910,298.9,310.2,1565,36,192,0
911,296.9,307.7,1550,39.8,58,0
912,301.3,310.7,1618,36.9,174,0
913,302.3,311,1438,42.7,156,0
914,296.9,307.8,1539,37.7,106,0
915,300.4,309.8,1549,40.1,150,0
916,298.1,309.7,1544,36.2,196,0
917,296.9,307.8,1782,27.1,111,0
918,298.7,309.7,1439,45.3,4,0
919,301.4,310.6,1472,38,59,0
920,299.8,309.5,1482,41.5,141,0
921,300.6,309.5,1445,43.4,117,0
922,301.6,310.5,1567,43.9,129,0
923,298.5,309.5,1487,46.9,130,0
924,298.2,309.3,1437,36.2,95,0
925,298.6,308,1592,37.7,9,0
926,297.4,308.5,1761,27.4,68,0
927,299.1,310.4,1547,35.1,98,0
928,298.7,309.8,1366,53.1,200,0
929,297.5,308.6,1481,43.3,2,0
930,298.8,309.1,1510,42.3,143,0
931,300.7,310.2,1383,51.9,73,0
932,299.7,309.3,2047,17.9,178,0
933,300.8,310.5,1686,26.9,128,0
934,298.1,307.8,1541,38.2,85,0
935,299.8,311.1,1603,43.7,179,0
936,296.9,307.8,1393,43.9,153,0
937,298,307.8,1584,32.9,27,0
938,297.2,308.6,1557,37.3,146,0
939,299.2,309,1615,39.1,193,0
940,299.3,308.6,1442,49.5,147,0
941,302.1,310.9,1916,41.9,51,0
942,301.3,310.9,1608,31.4,197,0
943,298.1,307.8,1664,43.5,78,0
944,301.4,310.7,1611,30.3,112,0
945,298,307.5,1524,36.4,98,0
946,300.4,309.6,1827,23.8,177,0
947,301,310.9,1405,55.3,12,0
948,300.2,309.4,1308,30.5,35,0
949,301.4,310.6,1569,37.1,181,0
950,300,309.8,1636,35.1,13,0
951,299.9,309.4,2010,21.8,33,0
952,301.1,310.5,1399,50.3,7,0
953,302.1,311.1,1373,55.7,157,0
954,300.2,311.6,1389,48.3,160,0
955,297.6,308.5,1518,41.9,83,0
956,299.3,308.9,1426,45.6,158,0
957,302.6,310.3,1431,46.3,94,0
958,299.2,310.6,1443,32.5,85,0
959,297.7,308.1,1483,43.4,177,0
960,300,311.3,1653,29.7,119,0
961,299,310,1426,45.6,85,0
962,300.4,311.2,1489,46.1,171,0
963,299.8,309.6,1405,38,160,0
964,297.2,308.1,1513,37.7,57,0
965,300.7,311.3,1505,45.5,17,0
966,302.2,311.3,1570,43,0,0
967,298.4,309.3,1414,46.7,102,0
968,302.2,311.6,1692,32.1,85,0
969,298.2,309,1560,35,98,0
970,300.7,310.5,1447,40.6,0,0
971,298.4,309.4,1461,46.3,64,0
972,298.6,310.1,1423,46.5,26,0
973,300,309.1,1433,28.2,108,0
974,300.9,310.1,1842,25.7,133,0
975,298.7,308.4,1559,37.6,0,0
976,303.8,312.8,1643,32.4,145,0
977,297.4,308.4,1596,33.7,207,0
978,298.8,309.5,1645,36.9,7,0
979,297.2,308.5,1459,40.1,39,0
980,302.5,311.5,1488,43.1,171,0
981,297.5,308.5,1579,34.9,110,0
982,297.4,308.3,1464,39.5,209,0
983,297.3,308.1,1858,25.6,202,0
984,301.1,311.1,1809,25.8,199,0
985,300.3,311.6,1434,39.1,53,0
986,301.7,310.9,1510,43,39,0
987,300.1,311.4,1729,42.9,71,0
988,299.3,308.7,1432,51.9,62,0
989,298.5,309.6,1294,44.7,160,0
990,299.1,308.9,1398,49.3,204,0
991,300.4,310,1517,40.9,59,0
992,300.7,311.2,1496,46.9,57,0
993,297.4,308.4,1531,38.5,15,0
994,301.2,310.7,1428,44,168,0
995,301,310.9,1723,28.9,96,0
996,297.5,308.7,1498,41.4,148,0
997,303.6,313.1,1526,38.9,201,0
998,300.3,311.7,1452,41.6,172,0
999,296.5,307.6,1513,40.9,62,0
1000,300.7,312.4,1518,42.4,12,0
1001,298.4,307.9,1446,45.3,192,0
1002,297.4,308.3,1512,38,23,0
1003,297.1,307.8,1483,40.5,121,0
1004,300.1,311.3,1505,46.6,58,0
1005,301.4,310.5,1460,47.3,114,0
1006,300.9,310.7,1686,26.3,214,0
1007,296.8,307.8,1565,39.5,74,0
1008,303.7,312.5,1427,43.2,170,0
1009,298,309.6,1611,33,113,0
1010,297.4,308.4,1562,34.6,70,0
1011,298.4,309.1,1432,46.5,104,0
1012,301.3,310,1696,32.4,206,0
1013,300.1,309.5,1506,38.8,5,0
1014,298.2,308.8,1767,27.3,155,0
1015,300.7,312.4,1386,56.4,60,0
1016,301.7,311,1505,33.7,183,0
1017,300.7,310.4,1636,33,160,0
1018,300.1,311.6,1541,49.1,33,0
1019,298.4,308.7,1523,52.9,24,0
1020,298.9,310.2,1603,31.2,50,0
1021,298.5,308,1363,47.2,149,0
1022,300.7,310.8,1446,48.9,92,0
1023,298.9,310.1,1710,28.7,44,0
1024,297.4,308.5,1524,43.1,73,0
1025,302.6,312.1,1384,52.5,42,0
1026,300.2,310.1,1392,47.9,176,0
1028,298.5,308.1,1368,52.8,92,0
1029,296.7,308,1580,32.2,98,0
1030,298.5,308,1510,42.8,68,0
1031,299,310.3,1418,54.7,148,0
1032,300.9,310.9,1390,57,201,0
1033,300.4,311.6,1891,22.3,53,0
1034,300.6,310.4,1657,32.1,179,0
1035,300.7,310.8,1438,48.1,59,0
1036,301.2,311.1,1432,49.8,0,0
1037,298.7,310.1,1620,35.9,73,0
1038,296.6,307.5,1568,36.3,190,0
1039,298.2,307.8,1499,48.1,5,0
1040,301.4,310.1,1449,42.5,22,0
1041,300,309.2,1463,37.6,9,0
1042,300.6,310.8,1378,51.2,12,0
1043,297.3,307.9,1596,33.2,161,0
1045,298.8,309.7,1607,33.1,192,0
1046,298.9,310.4,1529,33.2,60,0
1047,299.2,310,1555,44,179,0
1048,299.3,308.6,1397,48.2,176,0
1049,298.9,309.6,1563,38,37,0
1050,298.1,309.9,1547,36.4,53,0
1051,301,311,1387,46.9,174,0
1052,302.4,311.8,1885,25.1,38,0
1053,304.1,313.5,1439,50.3,106,0
1054,303.3,311.6,1526,42.8,82,0
1055,302,310.7,1346,56.8,172,0
1056,302.4,311.1,1634,34.1,184,0
1057,299.7,311,1576,39.9,133,0
1058,298.2,309,1536,41.4,27,0
1059,300.4,311.8,1391,51.3,165,0
1060,301.9,311.5,1453,43.1,179,0
1061,301.6,310.8,1316,48.1,9,0
1062,301.5,310.9,1551,34.5,173,0
1063,298.1,307.6,1354,43.6,155,0
1064,298.8,308.9,1448,45.4,65,0
1065,300.4,311.2,1489,39.2,180,0
1066,298.9,310,1434,43.9,61,0
1067,302.3,311.2,1465,24.3,81,0
1068,298,308.9,1578,32.2,153,0
1069,299.8,309.7,1485,39.6,87,0
1070,303.5,311.7,1683,28.3,38,0
1071,297.6,308.6,1488,42.3,83,0
1072,298.9,308.1,1806,27.7,179,0
1073,297,307.7,1502,39.2,124,0
1074,298.2,308.1,1365,42.5,204,0
1075,297.9,309.8,1479,40.9,37,0
1076,297.6,308.3,1995,20.5,0,0
1077,301,310.9,1510,38.9,129,0
1078,296.8,307.9,1496,30.8,111,0
1079,300.9,310.4,1536,34.2,94,0
1080,297.8,309.7,1723,29.1,171,0
1081,298.4,309.3,1531,30.3,16,0
1082,298.9,310.1,1496,43.5,58,0
1083,298.4,307.9,1390,43,54,0
1084,297.7,308.2,1456,40.1,165,0
1085,296.8,307.7,1653,35.9,7,0
1086,297.8,308.5,1501,36.3,192,0
1087,297.8,309.8,1611,35.7,198,0
1088,301.3,310.8,1951,23.5,33,0
1089,300,309.9,1517,40.1,94,0
1090,302.7,311.9,1680,29.8,0,0
1091,297.4,308.5,1479,41.8,78,0
1092,299.8,311.1,1474,41.9,165,0
1093,300,309.2,1286,52.3,211,0
1094,297.8,308.5,1539,38.2,44,0
1095,301.1,310.5,1324,51.4,171,0
1096,299.7,310.8,1603,35.4,202,0
1097,300.7,310.4,1366,52.4,98,0
1098,300.5,312,1454,51,125,0
1099,299.3,308.6,1335,50.8,132,0
1100,297.6,308.9,1449,33.3,209,0
1101,300.7,309.6,1555,38.5,206,0
1102,299.1,308.4,1446,45.3,130,0
1103,298.9,308.7,1546,43.4,135,0
1104,299.1,310.5,1548,39.3,184,0
1105,299,308.7,1537,37.5,202,0
1106,300.6,309.5,1496,38,176,0
1107,301.9,309.9,1457,39.2,192,0
1108,303.8,313.2,1413,58.9,106,0
1109,300.6,309.4,1737,28.9,74,0
1110,300.5,311.6,1432,43.9,33,0
1111,300.6,309.4,1585,30.7,34,0
1112,302.7,310.8,1597,43.8,15,0
1113,300.4,309.3,1457,39.1,209,0
1114,301.6,310.8,1664,32,59,0
1115,300.1,309.2,1557,44.3,98,0
1116,300.1,309,1512,47.6,45,0
1117,300.2,310,1402,27.3,10,0
1118,298.3,309.1,1507,41.7,78,0
1119,301.6,310.6,1551,41.5,24,0
1120,301.3,310.3,1551,34.3,0,0
1121,300.7,311.1,1459,47.3,98,0
1122,297.5,308.6,1331,54.5,9,0
1123,296.4,307.4,1639,30.7,215,0
1124,300.8,310.8,1440,43.2,213,0
1125,297.7,309,1332,54,105,0
1126,299.2,308.4,1445,40,224,0
1127,301.4,311,1470,44.7,26,0
1128,300.1,309.4,1499,35.7,46,0
1129,298.9,310.1,1452,45.8,58,0
1130,297.6,308.7,1448,56.8,171,0
1131,303.6,312.3,1668,17.7,219,0
1132,300.5,311.4,1628,34.2,29,0
1133,303.7,312.3,1456,43.9,94,0
1134,299.9,309.5,1598,33.7,73,0
1135,300.7,310.8,1347,51.1,96,0
1136,300.6,309.8,1532,36.6,130,0
1137,299,308.4,1639,52.6,124,0
1138,298.9,308.6,1570,35.5,124,0
1139,297.1,308.4,1649,36.7,153,0
1140,297.5,308.6,1457,39.7,32,0
1141,299.8,309.2,1551,38.3,171,0
1142,297.6,308.8,1457,48.1,113,0
1143,300.5,311.7,1378,39,153,0
1144,298,308.9,1408,42.8,90,0
1145,300.5,311.4,1570,34.1,23,0
1146,303.6,312.8,1541,40.9,2,0
1147,298.9,310.3,1464,43.4,95,0
1148,299.2,308.2,1468,47.5,89,0
1149,304.2,313.3,1490,44,119,0
1150,300.8,310.3,1506,42.9,192,0
1151,297.7,308.4,1334,53,156,0
1152,298.1,309,1533,36,189,0
1153,297.3,309,1852,25.9,168,0
1154,297.6,310.2,1416,45.9,114,0
1155,303.9,313,1483,40,100,0
1156,304,313.2,1394,50.1,198,0
1157,300.7,310.6,1452,43.4,80,0
1158,297.7,309,1508,38.2,109,0
1159,302.5,310.2,1688,28.3,164,0
1160,298.7,309.9,1629,46.8,49,0
1161,297.2,308.5,1832,23.8,39,0
1162,299.7,311,1402,44.4,161,0
1163,300.8,312.4,1493,45.1,79,0
1164,303.4,311.9,1419,44.2,39,0
1165,298.3,308.5,1430,40.9,89,0
1166,298.1,309.5,1619,41.8,48,0
1167,299.2,308.9,1449,42,148,0
